route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
65-142,1708FA-D2-Saturday-02,5596203,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596204,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596205,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596206,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596207,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596208,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596209,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596210,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596211,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596212,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596213,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596214,"EUCLID",0,787227,650080
65-142,1708FA-D2-Saturday-02,5596215,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596216,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596217,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596218,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596219,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596220,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596221,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596222,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596223,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596224,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596225,"EUCLID",1,787227,650083
65-142,1708FA-D2-Saturday-02,5596226,"EUCLID",1,787227,650083
88-142,1708FA-D2-Saturday-02,5596227,"BERKELEY BART",0,787241,880118
88-142,1708FA-D2-Saturday-02,5596228,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596229,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596230,"BERKELEY BART",0,787228,880118
88-142,1708FA-D2-Saturday-02,5596231,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596232,"BERKELEY BART",0,787240,880118
88-142,1708FA-D2-Saturday-02,5596233,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596234,"LAKE MERRITT BART",1,787228,880117
88-142,1708FA-D2-Saturday-02,5596235,"BERKELEY BART",0,787244,880118
88-142,1708FA-D2-Saturday-02,5596236,"LAKE MERRITT BART",1,787245,880117
88-142,1708FA-D2-Saturday-02,5596237,"BERKELEY BART",0,787241,880118
88-142,1708FA-D2-Saturday-02,5596238,"LAKE MERRITT BART",1,787245,880117
88-142,1708FA-D2-Saturday-02,5596239,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596240,"BERKELEY BART",0,787245,880118
88-142,1708FA-D2-Saturday-02,5596241,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596242,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596243,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596244,"BERKELEY BART",0,787244,880118
88-142,1708FA-D2-Saturday-02,5596245,"LAKE MERRITT BART",1,793110,880117
88-142,1708FA-D2-Saturday-02,5596246,"BERKELEY BART",0,787241,880118
88-142,1708FA-D2-Saturday-02,5596247,"LAKE MERRITT BART",1,787245,880117
88-142,1708FA-D2-Saturday-02,5596248,"BERKELEY BART",0,793110,880118
88-142,1708FA-D2-Saturday-02,5596249,"BERKELEY BART",0,787245,880118
88-142,1708FA-D2-Saturday-02,5596250,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596251,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596252,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596253,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596254,"BERKELEY BART",0,787244,880118
88-142,1708FA-D2-Saturday-02,5596255,"LAKE MERRITT BART",1,793110,880117
88-142,1708FA-D2-Saturday-02,5596256,"BERKELEY BART",0,787241,880118
88-142,1708FA-D2-Saturday-02,5596257,"LAKE MERRITT BART",1,787245,880117
88-142,1708FA-D2-Saturday-02,5596258,"BERKELEY BART",0,793110,880118
88-142,1708FA-D2-Saturday-02,5596259,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596260,"BERKELEY BART",0,787245,880118
88-142,1708FA-D2-Saturday-02,5596261,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596262,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596263,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596264,"LAKE MERRITT BART",1,793110,880117
88-142,1708FA-D2-Saturday-02,5596265,"BERKELEY BART",0,793110,880118
88-142,1708FA-D2-Saturday-02,5596266,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596267,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596268,"BERKELEY BART",0,787241,880118
88-142,1708FA-D2-Saturday-02,5596269,"BERKELEY BART",0,787245,880118
88-142,1708FA-D2-Saturday-02,5596270,"LAKE MERRITT BART",1,793110,880117
88-142,1708FA-D2-Saturday-02,5596271,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596272,"LAKE MERRITT BART",1,787245,880117
88-142,1708FA-D2-Saturday-02,5596273,"LAKE MERRITT BART",1,793110,880117
88-142,1708FA-D2-Saturday-02,5596274,"BERKELEY BART",0,793110,880118
88-142,1708FA-D2-Saturday-02,5596275,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596276,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596277,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596278,"LAKE MERRITT BART",1,793110,880117
88-142,1708FA-D2-Saturday-02,5596279,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596280,"LAKE MERRITT BART",1,787245,880117
88-142,1708FA-D2-Saturday-02,5596281,"BERKELEY BART",0,787244,880118
88-142,1708FA-D2-Saturday-02,5596282,"LAKE MERRITT BART",1,787242,880117
88-142,1708FA-D2-Saturday-02,5596283,"LAKE MERRITT BART",1,787244,880117
88-142,1708FA-D2-Saturday-02,5596284,"LAKE MERRITT BART",1,787241,880117
88-142,1708FA-D2-Saturday-02,5596285,"BERKELEY BART",0,793110,880118
88-142,1708FA-D2-Saturday-02,5596286,"BERKELEY BART",0,787245,880118
88-142,1708FA-D2-Saturday-02,5596287,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596288,"BERKELEY BART",0,787244,880118
88-142,1708FA-D2-Saturday-02,5596289,"BERKELEY BART",0,787241,880118
88-142,1708FA-D2-Saturday-02,5596290,"BERKELEY BART",0,793110,880118
88-142,1708FA-D2-Saturday-02,5596291,"BERKELEY BART",0,787245,880118
88-142,1708FA-D2-Saturday-02,5596292,"BERKELEY BART",0,787242,880118
88-142,1708FA-D2-Saturday-02,5596293,"BERKELEY BART",0,787244,880118
88-142,1708FA-D2-Saturday-02,5596294,"BERKELEY BART",0,787241,880118
51B-142,1708FA-D2-Saturday-02,5596295,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596296,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596297,"BERKELEY AMTRAK",0,787229,51B0087
51B-142,1708FA-D2-Saturday-02,5596298,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596299,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596300,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596301,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596302,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596303,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596304,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596305,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596306,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596307,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596308,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596309,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596310,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596311,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596312,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596313,"BERKELEY AMTRAK",0,792414,51B0087
51B-142,1708FA-D2-Saturday-02,5596314,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596315,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596316,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596317,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596318,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596319,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596320,"BERKELEY AMTRAK",0,792414,51B0087
51B-142,1708FA-D2-Saturday-02,5596321,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596322,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596323,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596324,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596325,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596326,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596327,"BERKELEY AMTRAK",0,792414,51B0087
51B-142,1708FA-D2-Saturday-02,5596328,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596329,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596330,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596331,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596332,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596333,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596334,"BERKELEY AMTRAK",0,792414,51B0087
51B-142,1708FA-D2-Saturday-02,5596335,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596336,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596337,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596338,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596339,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596340,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596341,"BERKELEY AMTRAK",0,792414,51B0087
51B-142,1708FA-D2-Saturday-02,5596342,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596343,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596344,"BERKELEY AMTRAK",0,792408,51B0087
51B-142,1708FA-D2-Saturday-02,5596345,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596346,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596347,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596348,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596349,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596350,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596351,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596352,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596353,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596354,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596355,"ROCKRIDGE BART",1,787229,51B0089
51B-142,1708FA-D2-Saturday-02,5596356,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596357,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596358,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596359,"ROCKRIDGE BART",1,787229,51B0089
51B-142,1708FA-D2-Saturday-02,5596360,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596361,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596362,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596363,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596364,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596365,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596366,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596367,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596368,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596369,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596370,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596371,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596372,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596373,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596374,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596375,"ROCKRIDGE BART",1,792414,51B0089
51B-142,1708FA-D2-Saturday-02,5596376,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596377,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596378,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596380,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596381,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596382,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596383,"ROCKRIDGE BART",1,792414,51B0089
51B-142,1708FA-D2-Saturday-02,5596384,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596385,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596386,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596387,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596388,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596389,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596390,"ROCKRIDGE BART",1,792414,51B0089
51B-142,1708FA-D2-Saturday-02,5596391,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596392,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596393,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596394,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596395,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596396,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596397,"ROCKRIDGE BART",1,792414,51B0089
51B-142,1708FA-D2-Saturday-02,5596398,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596399,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596400,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596401,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596402,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596403,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596404,"ROCKRIDGE BART",1,792414,51B0089
51B-142,1708FA-D2-Saturday-02,5596405,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596406,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596408,"ROCKRIDGE BART",1,792408,51B0089
51B-142,1708FA-D2-Saturday-02,5596409,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596410,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596411,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596412,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596413,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596414,"ROCKRIDGE BART",1,792410,51B0089
51B-142,1708FA-D2-Saturday-02,5596415,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596416,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596417,"ROCKRIDGE BART",1,792412,51B0089
51B-142,1708FA-D2-Saturday-02,5596418,"ROCKRIDGE BART",1,792409,51B0089
51B-142,1708FA-D2-Saturday-02,5596419,"ROCKRIDGE BART",1,792411,51B0089
51B-142,1708FA-D2-Saturday-02,5596420,"ROCKRIDGE BART",1,792413,51B0089
51B-142,1708FA-D2-Saturday-02,5596421,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596422,"BERKELEY AMTRAK",0,792410,51B0087
51B-142,1708FA-D2-Saturday-02,5596423,"BERKELEY AMTRAK",0,792409,51B0087
51B-142,1708FA-D2-Saturday-02,5596424,"BERKELEY AMTRAK",0,792412,51B0087
51B-142,1708FA-D2-Saturday-02,5596425,"BERKELEY AMTRAK",0,792411,51B0087
51B-142,1708FA-D2-Saturday-02,5596426,"BERKELEY AMTRAK",0,792413,51B0087
51B-142,1708FA-D2-Saturday-02,5596427,"BERKELEY AMTRAK",0,792414,51B0087
52-142,1708FA-D2-Saturday-02,5596428,"U.C. VILLAGE",0,787246,520100
52-142,1708FA-D2-Saturday-02,5596429,"U.C. VILLAGE",0,787247,520100
52-142,1708FA-D2-Saturday-02,5596430,"U.C. VILLAGE",0,787248,520100
52-142,1708FA-D2-Saturday-02,5596431,"U.C. VILLAGE",0,787246,520100
52-142,1708FA-D2-Saturday-02,5596432,"U.C. VILLAGE",0,787249,520100
52-142,1708FA-D2-Saturday-02,5596433,"U.C. VILLAGE",0,787248,520100
52-142,1708FA-D2-Saturday-02,5596434,"U.C. CAMPUS",1,787246,520102
52-142,1708FA-D2-Saturday-02,5596435,"U.C. CAMPUS",1,787247,520102
52-142,1708FA-D2-Saturday-02,5596436,"U.C. CAMPUS",1,787249,520102
52-142,1708FA-D2-Saturday-02,5596437,"U.C. CAMPUS",1,787246,520102
52-142,1708FA-D2-Saturday-02,5596438,"U.C. CAMPUS",1,787247,520102
52-142,1708FA-D2-Saturday-02,5596439,"U.C. VILLAGE",0,787246,520100
52-142,1708FA-D2-Saturday-02,5596440,"U.C. VILLAGE",0,787249,520099
52-142,1708FA-D2-Saturday-02,5596441,"U.C. VILLAGE",0,787248,520099
52-142,1708FA-D2-Saturday-02,5596442,"U.C. VILLAGE",0,787246,520099
52-142,1708FA-D2-Saturday-02,5596443,"U.C. VILLAGE",0,787249,520099
52-142,1708FA-D2-Saturday-02,5596444,"U.C. VILLAGE",0,787248,520099
52-142,1708FA-D2-Saturday-02,5596445,"U.C. VILLAGE",0,787246,520099
52-142,1708FA-D2-Saturday-02,5596446,"U.C. VILLAGE",0,787247,520099
52-142,1708FA-D2-Saturday-02,5596447,"U.C. VILLAGE",0,787248,520099
52-142,1708FA-D2-Saturday-02,5596448,"U.C. VILLAGE",0,787246,520099
52-142,1708FA-D2-Saturday-02,5596449,"U.C. VILLAGE",0,787247,520099
52-142,1708FA-D2-Saturday-02,5596450,"U.C. CAMPUS",1,787248,520102
52-142,1708FA-D2-Saturday-02,5596451,"U.C. CAMPUS",1,787246,520102
52-142,1708FA-D2-Saturday-02,5596452,"U.C. CAMPUS",1,787247,520102
52-142,1708FA-D2-Saturday-02,5596453,"U.C. CAMPUS",1,787248,520101
52-142,1708FA-D2-Saturday-02,5596454,"U.C. CAMPUS",1,787246,520101
52-142,1708FA-D2-Saturday-02,5596455,"U.C. CAMPUS",1,787247,520101
52-142,1708FA-D2-Saturday-02,5596456,"U.C. CAMPUS",1,787249,520101
52-142,1708FA-D2-Saturday-02,5596457,"U.C. CAMPUS",1,787246,520101
52-142,1708FA-D2-Saturday-02,5596458,"U.C. CAMPUS",1,787247,520101
52-142,1708FA-D2-Saturday-02,5596459,"U.C. CAMPUS",1,787249,520101
52-142,1708FA-D2-Saturday-02,5596460,"U.C. CAMPUS",1,787249,520101
52-142,1708FA-D2-Saturday-02,5596461,"U.C. CAMPUS",1,787248,520101
52-142,1708FA-D2-Saturday-02,5596462,"U.C. CAMPUS",1,787249,520102
52-142,1708FA-D2-Saturday-02,5596463,"U.C. VILLAGE",0,787247,520100
52-142,1708FA-D2-Saturday-02,5596464,"U.C. VILLAGE",0,787247,520100
52-142,1708FA-D2-Saturday-02,5596465,"U.C. VILLAGE",0,787247,520099
52-142,1708FA-D2-Saturday-02,5596466,"U.C. VILLAGE",0,787249,520099
52-142,1708FA-D2-Saturday-02,5596467,"U.C. CAMPUS",1,787248,520102
802-142,1708FA-D2-Saturday-02,5596468,"SAN PABLO AV",0,787240,8020049
802-142,1708FA-D2-Saturday-02,5596469,"SAN PABLO AV",1,787240,8020053
802-142,1708FA-D2-Saturday-02,5596470,"SAN PABLO AV",1,787240,8020053
802-142,1708FA-D2-Saturday-02,5596471,"SAN PABLO AV",0,787240,8020049
802-142,1708FA-D2-Saturday-02,5596472,"SAN PABLO AV",1,787240,8020053
802-142,1708FA-D2-Saturday-02,5596473,"SAN PABLO AV",1,787240,8020054
802-142,1708FA-D2-Saturday-02,5596474,"SAN PABLO AV",0,787240,8020049
802-142,1708FA-D2-Saturday-02,5596475,"SAN PABLO AV",1,787240,8020053
802-142,1708FA-D2-Saturday-02,5596476,"SAN PABLO AV",1,787240,8020053
802-142,1708FA-D2-Saturday-02,5596477,"SAN PABLO AV",0,787240,8020049
802-142,1708FA-D2-Saturday-02,5596478,"SAN PABLO AV",0,787240,8020049
51B-142,1708FA-D2-Saturday-02,5596479,"ROCKRIDGE BART",1,792408,51B0089
72-142,1708FA-D2-Saturday-02,5596550,"JACK LONDON SQ",1,787260,720179
72M-142,1708FA-D2-Saturday-02,5596551,"POINT RICHMOND",0,787262,72M0153
72M-142,1708FA-D2-Saturday-02,5596552,"JACK LONDON SQ",1,787262,72M0162
72-142,1708FA-D2-Saturday-02,5596553,"HILLTOP MALL",0,787271,720174
72-142,1708FA-D2-Saturday-02,5596554,"JACK LONDON SQ",1,787271,720179
72-142,1708FA-D2-Saturday-02,5596555,"HILLTOP MALL",0,787265,720174
72-142,1708FA-D2-Saturday-02,5596556,"JACK LONDON SQ",1,787265,720179
72-142,1708FA-D2-Saturday-02,5596557,"HILLTOP MALL",0,787263,720174
72-142,1708FA-D2-Saturday-02,5596558,"HILLTOP MALL",0,787261,720174
72-142,1708FA-D2-Saturday-02,5596559,"JACK LONDON SQ",1,787261,720179
72M-142,1708FA-D2-Saturday-02,5596560,"POINT RICHMOND",0,787268,72M0153
72M-142,1708FA-D2-Saturday-02,5596561,"JACK LONDON SQ",1,787268,72M0162
72M-142,1708FA-D2-Saturday-02,5596562,"POINT RICHMOND",0,787261,72M0153
72M-142,1708FA-D2-Saturday-02,5596563,"JACK LONDON SQ",1,787273,72M0162
72M-142,1708FA-D2-Saturday-02,5596564,"POINT RICHMOND",0,787268,72M0153
72M-142,1708FA-D2-Saturday-02,5596565,"JACK LONDON SQ",1,787267,72M0162
72M-142,1708FA-D2-Saturday-02,5596566,"POINT RICHMOND",0,787273,72M0153
72M-142,1708FA-D2-Saturday-02,5596567,"JACK LONDON SQ",1,787262,72M0162
72-142,1708FA-D2-Saturday-02,5596568,"HILLTOP MALL",0,787263,720174
72-142,1708FA-D2-Saturday-02,5596569,"JACK LONDON SQ",1,787271,720179
72M-142,1708FA-D2-Saturday-02,5596570,"POINT RICHMOND",0,787265,72M0153
72M-142,1708FA-D2-Saturday-02,5596571,"JACK LONDON SQ",1,787262,72M0162
72M-142,1708FA-D2-Saturday-02,5596572,"POINT RICHMOND",0,787271,72M0153
72M-142,1708FA-D2-Saturday-02,5596573,"JACK LONDON SQ",1,787260,72M0162
72M-142,1708FA-D2-Saturday-02,5596574,"POINT RICHMOND",0,787262,72M0153
72M-142,1708FA-D2-Saturday-02,5596575,"JACK LONDON SQ",1,787259,72M0162
72-142,1708FA-D2-Saturday-02,5596576,"C C COLLEGE",0,787259,720175
72-142,1708FA-D2-Saturday-02,5596577,"JACK LONDON SQ",1,787263,720179
72M-142,1708FA-D2-Saturday-02,5596578,"POINT RICHMOND",0,787265,72M0153
72M-142,1708FA-D2-Saturday-02,5596579,"JACK LONDON SQ",1,787265,72M0162
72-142,1708FA-D2-Saturday-02,5596580,"HILLTOP MALL",0,787263,720174
72-142,1708FA-D2-Saturday-02,5596581,"JACK LONDON SQ",1,787263,720179
72-142,1708FA-D2-Saturday-02,5596582,"HILLTOP MALL",0,787270,720174
72-142,1708FA-D2-Saturday-02,5596583,"JACK LONDON SQ",1,787270,720179
72-142,1708FA-D2-Saturday-02,5596584,"HILLTOP MALL",0,787267,720174
72-142,1708FA-D2-Saturday-02,5596585,"JACK LONDON SQ",1,787267,720179
72M-142,1708FA-D2-Saturday-02,5596586,"POINT RICHMOND",0,787267,72M0153
72M-142,1708FA-D2-Saturday-02,5596587,"JACK LONDON SQ",1,787268,72M0162
